
DEBUG 2023-01-05 10:34:57,899 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/db/models/__init__.py first seen with mtime 1672256684.630361
DEBUG 2023-01-05 10:34:57,899 File /usr/lib/python3.10/encodings/utf_8.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,900 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/views/decorators/csrf.py first seen with mtime 1672256684.7770038
DEBUG 2023-01-05 10:34:57,900 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/psycopg2/__init__.py first seen with mtime 1672257326.2991827
DEBUG 2023-01-05 10:34:57,900 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/utils/cache.py first seen with mtime 1672256684.7503417
DEBUG 2023-01-05 10:34:57,900 File /usr/lib/python3.10/importlib/_abc.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,900 File /usr/lib/python3.10/asyncio/events.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,901 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/handlers/wsgi.py first seen with mtime 1672256684.55704
DEBUG 2023-01-05 10:34:57,901 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1672256684.5470414
DEBUG 2023-01-05 10:34:57,901 File /usr/lib/python3.10/asyncio/constants.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,901 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/template/loaders/base.py first seen with mtime 1672256684.7303448
DEBUG 2023-01-05 10:34:57,901 File /usr/lib/python3.10/ipaddress.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,902 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/utils/regex_helper.py first seen with mtime 1672256684.7636728
DEBUG 2023-01-05 10:34:57,902 File /usr/lib/python3.10/concurrent/futures/__init__.py first seen with mtime 1671471349.0
DEBUG 2023-01-05 10:34:57,902 File /home/roman/.cache/pypoetry/virtualenvs/shop-site-SamhlUy1-py3.10/lib/python3.10/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1672256684.2970824
